STATISTIC,Statistic Label,TLIST(M1),Year,Month,C02076V02508,Age Group,Sex,UNIT,VALUE
MUM01C01,Seasonally Adjusted Monthly Unemployment,201108,2011,August,310,15 - 24 years,Both sexes,Thousand,87.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201108,2011,August,310,15 - 24 years,Male,Thousand,57.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201108,2011,August,310,15 - 24 years,Female,Thousand,30.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201108,2011,August,316,15 - 74 years,Both sexes,Thousand,345.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201108,2011,August,316,15 - 74 years,Male,Thousand,218.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201108,2011,August,316,15 - 74 years,Female,Thousand,126.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201108,2011,August,4350,25 - 74 years,Both sexes,Thousand,257.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201108,2011,August,4350,25 - 74 years,Male,Thousand,161.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201108,2011,August,4350,25 - 74 years,Female,Thousand,96.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201109,2011,September,310,15 - 24 years,Both sexes,Thousand,85.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201109,2011,September,310,15 - 24 years,Male,Thousand,55.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201109,2011,September,310,15 - 24 years,Female,Thousand,30.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201109,2011,September,316,15 - 74 years,Both sexes,Thousand,346.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201109,2011,September,316,15 - 74 years,Male,Thousand,216.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201109,2011,September,316,15 - 74 years,Female,Thousand,129.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201109,2011,September,4350,25 - 74 years,Both sexes,Thousand,260.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201109,2011,September,4350,25 - 74 years,Male,Thousand,161.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201109,2011,September,4350,25 - 74 years,Female,Thousand,99.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201110,2011,October,310,15 - 24 years,Both sexes,Thousand,89.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201110,2011,October,310,15 - 24 years,Male,Thousand,57.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201110,2011,October,310,15 - 24 years,Female,Thousand,31.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201110,2011,October,316,15 - 74 years,Both sexes,Thousand,347.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201110,2011,October,316,15 - 74 years,Male,Thousand,219.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201110,2011,October,316,15 - 74 years,Female,Thousand,128
MUM01C01,Seasonally Adjusted Monthly Unemployment,201110,2011,October,4350,25 - 74 years,Both sexes,Thousand,257.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201110,2011,October,4350,25 - 74 years,Male,Thousand,161.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201110,2011,October,4350,25 - 74 years,Female,Thousand,96.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201111,2011,November,310,15 - 24 years,Both sexes,Thousand,92
MUM01C01,Seasonally Adjusted Monthly Unemployment,201111,2011,November,310,15 - 24 years,Male,Thousand,58.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201111,2011,November,310,15 - 24 years,Female,Thousand,33.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201111,2011,November,316,15 - 74 years,Both sexes,Thousand,352.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201111,2011,November,316,15 - 74 years,Male,Thousand,222
MUM01C01,Seasonally Adjusted Monthly Unemployment,201111,2011,November,316,15 - 74 years,Female,Thousand,130.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201111,2011,November,4350,25 - 74 years,Both sexes,Thousand,260.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201111,2011,November,4350,25 - 74 years,Male,Thousand,163.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201111,2011,November,4350,25 - 74 years,Female,Thousand,97.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201112,2011,December,310,15 - 24 years,Both sexes,Thousand,92.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201112,2011,December,310,15 - 24 years,Male,Thousand,59.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201112,2011,December,310,15 - 24 years,Female,Thousand,33.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201112,2011,December,316,15 - 74 years,Both sexes,Thousand,361.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201112,2011,December,316,15 - 74 years,Male,Thousand,226.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201112,2011,December,316,15 - 74 years,Female,Thousand,135
MUM01C01,Seasonally Adjusted Monthly Unemployment,201112,2011,December,4350,25 - 74 years,Both sexes,Thousand,268.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201112,2011,December,4350,25 - 74 years,Male,Thousand,166.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201112,2011,December,4350,25 - 74 years,Female,Thousand,101.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201201,2012,January,310,15 - 24 years,Both sexes,Thousand,87.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201201,2012,January,310,15 - 24 years,Male,Thousand,55.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201201,2012,January,310,15 - 24 years,Female,Thousand,32.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201201,2012,January,316,15 - 74 years,Both sexes,Thousand,346.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201201,2012,January,316,15 - 74 years,Male,Thousand,215.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201201,2012,January,316,15 - 74 years,Female,Thousand,130.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201201,2012,January,4350,25 - 74 years,Both sexes,Thousand,258.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201201,2012,January,4350,25 - 74 years,Male,Thousand,160.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201201,2012,January,4350,25 - 74 years,Female,Thousand,97.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201202,2012,February,310,15 - 24 years,Both sexes,Thousand,92.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201202,2012,February,310,15 - 24 years,Male,Thousand,58.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201202,2012,February,310,15 - 24 years,Female,Thousand,34
MUM01C01,Seasonally Adjusted Monthly Unemployment,201202,2012,February,316,15 - 74 years,Both sexes,Thousand,358.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201202,2012,February,316,15 - 74 years,Male,Thousand,223.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201202,2012,February,316,15 - 74 years,Female,Thousand,134.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201202,2012,February,4350,25 - 74 years,Both sexes,Thousand,265.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201202,2012,February,4350,25 - 74 years,Male,Thousand,164.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201202,2012,February,4350,25 - 74 years,Female,Thousand,100.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201203,2012,March,310,15 - 24 years,Both sexes,Thousand,93
MUM01C01,Seasonally Adjusted Monthly Unemployment,201203,2012,March,310,15 - 24 years,Male,Thousand,58.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201203,2012,March,310,15 - 24 years,Female,Thousand,34.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201203,2012,March,316,15 - 74 years,Both sexes,Thousand,358.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201203,2012,March,316,15 - 74 years,Male,Thousand,223
MUM01C01,Seasonally Adjusted Monthly Unemployment,201203,2012,March,316,15 - 74 years,Female,Thousand,135.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201203,2012,March,4350,25 - 74 years,Both sexes,Thousand,265.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201203,2012,March,4350,25 - 74 years,Male,Thousand,164.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201203,2012,March,4350,25 - 74 years,Female,Thousand,101.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201204,2012,April,310,15 - 24 years,Both sexes,Thousand,91.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201204,2012,April,310,15 - 24 years,Male,Thousand,58.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201204,2012,April,310,15 - 24 years,Female,Thousand,33
MUM01C01,Seasonally Adjusted Monthly Unemployment,201204,2012,April,316,15 - 74 years,Both sexes,Thousand,347.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201204,2012,April,316,15 - 74 years,Male,Thousand,219.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201204,2012,April,316,15 - 74 years,Female,Thousand,128.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201204,2012,April,4350,25 - 74 years,Both sexes,Thousand,256.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201204,2012,April,4350,25 - 74 years,Male,Thousand,161.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201204,2012,April,4350,25 - 74 years,Female,Thousand,95.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201205,2012,May,310,15 - 24 years,Both sexes,Thousand,89.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201205,2012,May,310,15 - 24 years,Male,Thousand,57.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201205,2012,May,310,15 - 24 years,Female,Thousand,32.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201205,2012,May,316,15 - 74 years,Both sexes,Thousand,342.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201205,2012,May,316,15 - 74 years,Male,Thousand,216.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201205,2012,May,316,15 - 74 years,Female,Thousand,126.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201205,2012,May,4350,25 - 74 years,Both sexes,Thousand,253
MUM01C01,Seasonally Adjusted Monthly Unemployment,201205,2012,May,4350,25 - 74 years,Male,Thousand,159.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201205,2012,May,4350,25 - 74 years,Female,Thousand,94
MUM01C01,Seasonally Adjusted Monthly Unemployment,201206,2012,June,310,15 - 24 years,Both sexes,Thousand,89.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201206,2012,June,310,15 - 24 years,Male,Thousand,57.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201206,2012,June,310,15 - 24 years,Female,Thousand,32.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201206,2012,June,316,15 - 74 years,Both sexes,Thousand,341.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201206,2012,June,316,15 - 74 years,Male,Thousand,216.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201206,2012,June,316,15 - 74 years,Female,Thousand,124.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201206,2012,June,4350,25 - 74 years,Both sexes,Thousand,251.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201206,2012,June,4350,25 - 74 years,Male,Thousand,159.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201206,2012,June,4350,25 - 74 years,Female,Thousand,92.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201207,2012,July,310,15 - 24 years,Both sexes,Thousand,90.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201207,2012,July,310,15 - 24 years,Male,Thousand,57.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201207,2012,July,310,15 - 24 years,Female,Thousand,33
MUM01C01,Seasonally Adjusted Monthly Unemployment,201207,2012,July,316,15 - 74 years,Both sexes,Thousand,344.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201207,2012,July,316,15 - 74 years,Male,Thousand,217.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201207,2012,July,316,15 - 74 years,Female,Thousand,126.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201207,2012,July,4350,25 - 74 years,Both sexes,Thousand,254.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201207,2012,July,4350,25 - 74 years,Male,Thousand,160.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201207,2012,July,4350,25 - 74 years,Female,Thousand,93.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201208,2012,August,310,15 - 24 years,Both sexes,Thousand,88
MUM01C01,Seasonally Adjusted Monthly Unemployment,201208,2012,August,310,15 - 24 years,Male,Thousand,55.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201208,2012,August,310,15 - 24 years,Female,Thousand,32.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201208,2012,August,316,15 - 74 years,Both sexes,Thousand,344
MUM01C01,Seasonally Adjusted Monthly Unemployment,201208,2012,August,316,15 - 74 years,Male,Thousand,215.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201208,2012,August,316,15 - 74 years,Female,Thousand,128.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201208,2012,August,4350,25 - 74 years,Both sexes,Thousand,256
MUM01C01,Seasonally Adjusted Monthly Unemployment,201208,2012,August,4350,25 - 74 years,Male,Thousand,160.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201208,2012,August,4350,25 - 74 years,Female,Thousand,95.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201209,2012,September,310,15 - 24 years,Both sexes,Thousand,85
MUM01C01,Seasonally Adjusted Monthly Unemployment,201209,2012,September,310,15 - 24 years,Male,Thousand,53.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201209,2012,September,310,15 - 24 years,Female,Thousand,31.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201209,2012,September,316,15 - 74 years,Both sexes,Thousand,339.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201209,2012,September,316,15 - 74 years,Male,Thousand,213.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201209,2012,September,316,15 - 74 years,Female,Thousand,126.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201209,2012,September,4350,25 - 74 years,Both sexes,Thousand,254.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201209,2012,September,4350,25 - 74 years,Male,Thousand,159.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201209,2012,September,4350,25 - 74 years,Female,Thousand,95.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201210,2012,October,310,15 - 24 years,Both sexes,Thousand,83.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201210,2012,October,310,15 - 24 years,Male,Thousand,53.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201210,2012,October,310,15 - 24 years,Female,Thousand,30.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201210,2012,October,316,15 - 74 years,Both sexes,Thousand,336.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201210,2012,October,316,15 - 74 years,Male,Thousand,211.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201210,2012,October,316,15 - 74 years,Female,Thousand,125.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201210,2012,October,4350,25 - 74 years,Both sexes,Thousand,253.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201210,2012,October,4350,25 - 74 years,Male,Thousand,158.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201210,2012,October,4350,25 - 74 years,Female,Thousand,95.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201211,2012,November,310,15 - 24 years,Both sexes,Thousand,81.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201211,2012,November,310,15 - 24 years,Male,Thousand,51.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201211,2012,November,310,15 - 24 years,Female,Thousand,29.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201211,2012,November,316,15 - 74 years,Both sexes,Thousand,332.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201211,2012,November,316,15 - 74 years,Male,Thousand,206.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201211,2012,November,316,15 - 74 years,Female,Thousand,125.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201211,2012,November,4350,25 - 74 years,Both sexes,Thousand,250.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201211,2012,November,4350,25 - 74 years,Male,Thousand,154.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201211,2012,November,4350,25 - 74 years,Female,Thousand,95.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201212,2012,December,310,15 - 24 years,Both sexes,Thousand,80.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201212,2012,December,310,15 - 24 years,Male,Thousand,50.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201212,2012,December,310,15 - 24 years,Female,Thousand,30
MUM01C01,Seasonally Adjusted Monthly Unemployment,201212,2012,December,316,15 - 74 years,Both sexes,Thousand,328.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201212,2012,December,316,15 - 74 years,Male,Thousand,202.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201212,2012,December,316,15 - 74 years,Female,Thousand,126.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201212,2012,December,4350,25 - 74 years,Both sexes,Thousand,248.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201212,2012,December,4350,25 - 74 years,Male,Thousand,151.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201212,2012,December,4350,25 - 74 years,Female,Thousand,96.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201301,2013,January,310,15 - 24 years,Both sexes,Thousand,79
MUM01C01,Seasonally Adjusted Monthly Unemployment,201301,2013,January,310,15 - 24 years,Male,Thousand,47.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201301,2013,January,310,15 - 24 years,Female,Thousand,31.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201301,2013,January,316,15 - 74 years,Both sexes,Thousand,325.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201301,2013,January,316,15 - 74 years,Male,Thousand,195.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201301,2013,January,316,15 - 74 years,Female,Thousand,129.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201301,2013,January,4350,25 - 74 years,Both sexes,Thousand,246.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201301,2013,January,4350,25 - 74 years,Male,Thousand,147.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201301,2013,January,4350,25 - 74 years,Female,Thousand,98.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201302,2013,February,310,15 - 24 years,Both sexes,Thousand,79.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201302,2013,February,310,15 - 24 years,Male,Thousand,47.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201302,2013,February,310,15 - 24 years,Female,Thousand,31.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201302,2013,February,316,15 - 74 years,Both sexes,Thousand,324.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201302,2013,February,316,15 - 74 years,Male,Thousand,192.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201302,2013,February,316,15 - 74 years,Female,Thousand,131.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201302,2013,February,4350,25 - 74 years,Both sexes,Thousand,245
MUM01C01,Seasonally Adjusted Monthly Unemployment,201302,2013,February,4350,25 - 74 years,Male,Thousand,145.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201302,2013,February,4350,25 - 74 years,Female,Thousand,99.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201303,2013,March,310,15 - 24 years,Both sexes,Thousand,78
MUM01C01,Seasonally Adjusted Monthly Unemployment,201303,2013,March,310,15 - 24 years,Male,Thousand,46
MUM01C01,Seasonally Adjusted Monthly Unemployment,201303,2013,March,310,15 - 24 years,Female,Thousand,32
MUM01C01,Seasonally Adjusted Monthly Unemployment,201303,2013,March,316,15 - 74 years,Both sexes,Thousand,319.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201303,2013,March,316,15 - 74 years,Male,Thousand,187.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201303,2013,March,316,15 - 74 years,Female,Thousand,132.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201303,2013,March,4350,25 - 74 years,Both sexes,Thousand,241.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201303,2013,March,4350,25 - 74 years,Male,Thousand,141.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201303,2013,March,4350,25 - 74 years,Female,Thousand,100.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201304,2013,April,310,15 - 24 years,Both sexes,Thousand,79.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201304,2013,April,310,15 - 24 years,Male,Thousand,47.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201304,2013,April,310,15 - 24 years,Female,Thousand,32
MUM01C01,Seasonally Adjusted Monthly Unemployment,201304,2013,April,316,15 - 74 years,Both sexes,Thousand,324.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201304,2013,April,316,15 - 74 years,Male,Thousand,190.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201304,2013,April,316,15 - 74 years,Female,Thousand,134
MUM01C01,Seasonally Adjusted Monthly Unemployment,201304,2013,April,4350,25 - 74 years,Both sexes,Thousand,244.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201304,2013,April,4350,25 - 74 years,Male,Thousand,142.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201304,2013,April,4350,25 - 74 years,Female,Thousand,102
MUM01C01,Seasonally Adjusted Monthly Unemployment,201305,2013,May,310,15 - 24 years,Both sexes,Thousand,79.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201305,2013,May,310,15 - 24 years,Male,Thousand,47.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201305,2013,May,310,15 - 24 years,Female,Thousand,31.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201305,2013,May,316,15 - 74 years,Both sexes,Thousand,324.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201305,2013,May,316,15 - 74 years,Male,Thousand,189.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201305,2013,May,316,15 - 74 years,Female,Thousand,134.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201305,2013,May,4350,25 - 74 years,Both sexes,Thousand,244.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201305,2013,May,4350,25 - 74 years,Male,Thousand,142.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201305,2013,May,4350,25 - 74 years,Female,Thousand,102.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201306,2013,June,310,15 - 24 years,Both sexes,Thousand,77.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201306,2013,June,310,15 - 24 years,Male,Thousand,47.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201306,2013,June,310,15 - 24 years,Female,Thousand,30.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201306,2013,June,316,15 - 74 years,Both sexes,Thousand,315.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201306,2013,June,316,15 - 74 years,Male,Thousand,187.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201306,2013,June,316,15 - 74 years,Female,Thousand,128.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201306,2013,June,4350,25 - 74 years,Both sexes,Thousand,238.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201306,2013,June,4350,25 - 74 years,Male,Thousand,140.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201306,2013,June,4350,25 - 74 years,Female,Thousand,98.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201307,2013,July,310,15 - 24 years,Both sexes,Thousand,75.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201307,2013,July,310,15 - 24 years,Male,Thousand,46.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201307,2013,July,310,15 - 24 years,Female,Thousand,29.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201307,2013,July,316,15 - 74 years,Both sexes,Thousand,305.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201307,2013,July,316,15 - 74 years,Male,Thousand,183.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201307,2013,July,316,15 - 74 years,Female,Thousand,121.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201307,2013,July,4350,25 - 74 years,Both sexes,Thousand,230.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201307,2013,July,4350,25 - 74 years,Male,Thousand,137.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201307,2013,July,4350,25 - 74 years,Female,Thousand,92.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201308,2013,August,310,15 - 24 years,Both sexes,Thousand,73
MUM01C01,Seasonally Adjusted Monthly Unemployment,201308,2013,August,310,15 - 24 years,Male,Thousand,44.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201308,2013,August,310,15 - 24 years,Female,Thousand,28.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201308,2013,August,316,15 - 74 years,Both sexes,Thousand,298.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201308,2013,August,316,15 - 74 years,Male,Thousand,179.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201308,2013,August,316,15 - 74 years,Female,Thousand,119.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201308,2013,August,4350,25 - 74 years,Both sexes,Thousand,225.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201308,2013,August,4350,25 - 74 years,Male,Thousand,135.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201308,2013,August,4350,25 - 74 years,Female,Thousand,90.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201309,2013,September,310,15 - 24 years,Both sexes,Thousand,71.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201309,2013,September,310,15 - 24 years,Male,Thousand,42.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201309,2013,September,310,15 - 24 years,Female,Thousand,28.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201309,2013,September,316,15 - 74 years,Both sexes,Thousand,293.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201309,2013,September,316,15 - 74 years,Male,Thousand,174.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201309,2013,September,316,15 - 74 years,Female,Thousand,118.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201309,2013,September,4350,25 - 74 years,Both sexes,Thousand,221.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201309,2013,September,4350,25 - 74 years,Male,Thousand,131.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201309,2013,September,4350,25 - 74 years,Female,Thousand,90
MUM01C01,Seasonally Adjusted Monthly Unemployment,201310,2013,October,310,15 - 24 years,Both sexes,Thousand,70.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201310,2013,October,310,15 - 24 years,Male,Thousand,40.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201310,2013,October,310,15 - 24 years,Female,Thousand,29.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201310,2013,October,316,15 - 74 years,Both sexes,Thousand,290.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201310,2013,October,316,15 - 74 years,Male,Thousand,168.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201310,2013,October,316,15 - 74 years,Female,Thousand,121.3
